file_id	text_length	beer	drunk	brandy	liquor	intoxicat	booz	drunkard	temperance	alcohol	terms_sum
1720-12-07_t17201207-7-punish39.txt	155.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-01-13_t17210113-25-punish133.txt	137.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-03-01_t17210301-19-punish103.txt	191.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-03-01_t17210301-26-verdict143.txt	239.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1721-04-19_t17210419-11-punish63.txt	239.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-05-25_t17210525-1-verdict8.txt	304.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-05-25_t17210525-41-punish213.txt	433.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-07-12_t17210712-11-punish60.txt	160.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-07-12_t17210712-37-punish194.txt	620.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-07-12_t17210712-42-punish223.txt	256.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1721-08-30_t17210830-21-punish108.txt	217.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-10-11_t17211011-18-punish96.txt	457.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-10-11_t17211011-25-verdict127.txt	263.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-10-11_t17211011-42-punish206.txt	754.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1721-12-06_t17211206-10-punish57.txt	1129.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-12-06_t17211206-18-punish90.txt	533.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-12-06_t17211206-21-punish104.txt	132.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-12-06_t17211206-5-verdict29.txt	118.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1721-12-06_t17211206-70-punish341.txt	60.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-01-12_t17220112-27-punish160.txt	222.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-01-12_t17220112-3-verdict16.txt	528.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-01-12_t17220112-34-verdict199.txt	95.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1722-02-28_t17220228-14-verdict90.txt	178.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
